"","Truck_Name","Truck_Role","Tyre","Tyre_Type","Tyre_Coefficient"
"1701","Voron Grad","Offroad","OHD II Chains","Mud",1.3
"1702","Voron Grad","Offroad","OHS I","Asphalt",1
"1703","Voron Grad","Offroad","OHS I","Dirt",3
"1704","Voron Grad","Offroad","OHS I","Mud",1.5
"1705","Voron Grad","Offroad","OHS II","Asphalt",0.8
"1706","Voron Grad","Offroad","OHS II","Dirt",3
"1707","Voron Grad","Offroad","OHS II","Mud",1.8
"1708","Voron Grad","Offroad","MHS I","Asphalt",0.5
"1709","Voron Grad","Offroad","MHS I","Dirt",2
"1710","Voron Grad","Offroad","MHS I","Mud",2
"1711","Voron Grad","Offroad","MHS II","Asphalt",0.5
"1712","Voron Grad","Offroad","MHS II","Dirt",2
"1713","Voron Grad","Offroad","MHS II","Mud",2.4
"1714","Voron Grad","Offroad","MHS III","Asphalt",0.5
"1715","Voron Grad","Offroad","MHS III","Dirt",2.4
"1716","Voron Grad","Offroad","MHS III","Mud",2
"1717","Voron Grad","Offroad","MHS I Chains","Asphalt",1.2
"1718","Voron Grad","Offroad","MHS I Chains","Dirt",3
"1719","Voron Grad","Offroad","MHS I Chains","Mud",1.3
"1720","Voron Grad","Offroad","DMHS I","Asphalt",0.5
"1721","Voron Grad","Offroad","DMHS I","Dirt",2
"1722","Voron Grad","Offroad","DMHS I","Mud",2
"1723","Voron Grad","Offroad","DMHS II","Asphalt",0.5
"1724","Voron Grad","Offroad","DMHS II","Dirt",2
"1725","Voron Grad","Offroad","DMHS II","Mud",2
"1726","Voron Grad","Offroad","DMHS III","Asphalt",0.5
"1727","Voron Grad","Offroad","DMHS III","Dirt",2
"1728","Voron Grad","Offroad","DMHS III","Mud",2
"1729","ZiKZ 5368","Offroad","UHD I","Asphalt",3
"1730","ZiKZ 5368","Offroad","UHD I","Dirt",1
"1731","ZiKZ 5368","Offroad","UHD I","Mud",0.4
"1732","ZiKZ 5368","Offroad","UHD II","Asphalt",3
"1733","ZiKZ 5368","Offroad","UHD II","Dirt",1.2
"1734","ZiKZ 5368","Offroad","UHD II","Mud",0.2
"1735","ZiKZ 5368","Offroad","UHD III","Asphalt",3.2
"1736","ZiKZ 5368","Offroad","UHD III","Dirt",1
"1737","ZiKZ 5368","Offroad","UHD III","Mud",0.2
"1738","ZiKZ 5368","Offroad","UAD I","Asphalt",1.9
"1739","ZiKZ 5368","Offroad","UAD I","Dirt",1.5
"1740","ZiKZ 5368","Offroad","UAD I","Mud",1
"1741","ZiKZ 5368","Offroad","UAD II","Asphalt",1.5
"1742","ZiKZ 5368","Offroad","UAD II","Dirt",1.5
"1743","ZiKZ 5368","Offroad","UAD II","Mud",1.2
"1744","ZiKZ 5368","Offroad","UAD III","Asphalt",1.5
"1745","ZiKZ 5368","Offroad","UAD III","Dirt",1.7
"1746","ZiKZ 5368","Offroad","UAD III","Mud",1
"1747","ZiKZ 5368","Offroad","UAD III Chains","Asphalt",1.2
"1748","ZiKZ 5368","Offroad","UAD III Chains","Dirt",3
"1749","ZiKZ 5368","Offroad","UAD III Chains","Mud",1.3
"1750","ZiKZ 5368","Offroad","UOD I","Asphalt",1
"1751","ZiKZ 5368","Offroad","UOD I","Dirt",3
"1752","ZiKZ 5368","Offroad","UOD I","Mud",1.5
"1753","ZiKZ 5368","Offroad","UOD II","Asphalt",0.8
"1754","ZiKZ 5368","Offroad","UOD II","Dirt",3
"1755","ZiKZ 5368","Offroad","UOD II","Mud",1.9
"1756","ZiKZ 5368","Offroad","UOD III","Asphalt",0.8
"1757","ZiKZ 5368","Offroad","UOD III","Dirt",3.2
"1758","ZiKZ 5368","Offroad","UOD III","Mud",1.5
"1759","ZiKZ 5368","Offroad","AMHS I","Asphalt",0.5
"1760","ZiKZ 5368","Offroad","AMHS I","Dirt",2
"1761","ZiKZ 5368","Offroad","AMHS I","Mud",2.4
"1762","Caterpillar TH357","Scout","TH357 Tires","Asphalt",0.5
"1763","Caterpillar TH357","Scout","TH357 Tires","Dirt",1.7
"1764","Caterpillar TH357","Scout","TH357 Tires","Mud",3
"1765","Chevrolet Apache","Scout","AS I","Asphalt",1
"1766","Chevrolet Apache","Scout","AS I","Dirt",1.4
"1767","Chevrolet Apache","Scout","AS I","Mud",1
"1768","Chevrolet Apache","Scout","AS II","Asphalt",1
"1769","Chevrolet Apache","Scout","AS II","Dirt",1
"1770","Chevrolet Apache","Scout","AS II","Mud",1.2
"1771","Chevrolet Apache","Scout","AS III","Asphalt",1.2
"1772","Chevrolet Apache","Scout","AS III","Dirt",1
"1773","Chevrolet Apache","Scout","AS III","Mud",1
"1774","Chevrolet Apache","Scout","TO I (Apache)","Asphalt",1
"1775","Chevrolet Apache","Scout","TO I (Apache)","Dirt",2
"1776","Chevrolet Apache","Scout","TO I (Apache)","Mud",1.2
"1777","Chevrolet Apache","Scout","MS I","Asphalt",0.5
"1778","Chevrolet Apache","Scout","MS I","Dirt",3
"1779","Chevrolet Apache","Scout","MS I","Mud",1.6
"1780","Chevrolet Apache","Scout","CS I","Asphalt",0.9
"1781","Chevrolet Apache","Scout","CS I","Dirt",2
"1782","Chevrolet Apache","Scout","CS I","Mud",1.1
"1783","Chevrolet CK1500","Scout","HS I","Asphalt",2
"1784","Chevrolet CK1500","Scout","HS I","Dirt",0.8
"1785","Chevrolet CK1500","Scout","HS I","Mud",0.4
"1786","Chevrolet CK1500","Scout","HS II","Asphalt",2
"1787","Chevrolet CK1500","Scout","HS II","Dirt",1
"1788","Chevrolet CK1500","Scout","HS II","Mud",0.2
"1789","Chevrolet CK1500","Scout","HS III","Asphalt",2.5
"1790","Chevrolet CK1500","Scout","HS III","Dirt",0.8
"1791","Chevrolet CK1500","Scout","HS III","Mud",0.2
"1792","Chevrolet CK1500","Scout","AS I","Asphalt",1
"1793","Chevrolet CK1500","Scout","AS I","Dirt",1.4
"1794","Chevrolet CK1500","Scout","AS I","Mud",1
"1795","Chevrolet CK1500","Scout","AS II","Asphalt",1
"1796","Chevrolet CK1500","Scout","AS II","Dirt",1
"1797","Chevrolet CK1500","Scout","AS II","Mud",1.2
"1798","Chevrolet CK1500","Scout","AS III","Asphalt",1.2
"1799","Chevrolet CK1500","Scout","AS III","Dirt",1
"1800","Chevrolet CK1500","Scout","AS III","Mud",1
"1801","Chevrolet CK1500","Scout","OS I","Asphalt",1
"1802","Chevrolet CK1500","Scout","OS I","Dirt",2
"1803","Chevrolet CK1500","Scout","OS I","Mud",1.2
"1804","Chevrolet CK1500","Scout","MS I","Asphalt",0.5
"1805","Chevrolet CK1500","Scout","MS I","Dirt",3
"1806","Chevrolet CK1500","Scout","MS I","Mud",1.6
"1807","Chevrolet CK1500","Scout","CS I","Asphalt",0.9
"1808","Chevrolet CK1500","Scout","CS I","Dirt",2
"1809","Chevrolet CK1500","Scout","CS I","Mud",1.1
"1810","DON 71","Scout","HS I","Asphalt",2
"1811","DON 71","Scout","HS I","Dirt",0.8
"1812","DON 71","Scout","HS I","Mud",0.4
"1813","DON 71","Scout","HS II","Asphalt",2
"1814","DON 71","Scout","HS II","Dirt",1
"1815","DON 71","Scout","HS II","Mud",0.2
"1816","DON 71","Scout","HS III","Asphalt",2.5
"1817","DON 71","Scout","HS III","Dirt",0.8
"1818","DON 71","Scout","HS III","Mud",0.2
"1819","DON 71","Scout","AS I","Asphalt",1
"1820","DON 71","Scout","AS I","Dirt",1.4
"1821","DON 71","Scout","AS I","Mud",1
"1822","DON 71","Scout","AS II","Asphalt",1
"1823","DON 71","Scout","AS II","Dirt",1
"1824","DON 71","Scout","AS II","Mud",1.2
"1825","DON 71","Scout","AS III","Asphalt",1.2
"1826","DON 71","Scout","AS III","Dirt",1
"1827","DON 71","Scout","AS III","Mud",1
"1828","DON 71","Scout","OS I","Asphalt",1
"1829","DON 71","Scout","OS I","Dirt",2
"1830","DON 71","Scout","OS I","Mud",1.2
"1831","DON 71","Scout","MS I","Asphalt",0.5
"1832","DON 71","Scout","MS I","Dirt",3
"1833","DON 71","Scout","MS I","Mud",1.6
"1834","DON 71","Scout","CS I","Asphalt",0.9
"1835","DON 71","Scout","CS I","Dirt",2
"1836","DON 71","Scout","CS I","Mud",1.1
"1837","Ford F 750","Scout","FHMD I","Asphalt",3
"1838","Ford F 750","Scout","FHMD I","Dirt",1
"1839","Ford F 750","Scout","FHMD I","Mud",0.4
"1840","Ford F 750","Scout","UOD I","Asphalt",1
"1841","Ford F 750","Scout","UOD I","Dirt",3
"1842","Ford F 750","Scout","UOD I","Mud",1.5
"1843","Ford F 750","Scout","UOD II","Asphalt",0.8
"1844","Ford F 750","Scout","UOD II","Dirt",3
"1845","Ford F 750","Scout","UOD II","Mud",1.9
"1846","Ford F 750","Scout","UOD III","Asphalt",0.8
"1847","Ford F 750","Scout","UOD III","Dirt",3.2
"1848","Ford F 750","Scout","UOD III","Mud",1.5
"1849","Ford F 750","Scout","UAD III Chains","Asphalt",1.2
"1850","Ford F 750","Scout","UAD III Chains","Dirt",3
"1851","Ford F 750","Scout","UAD III Chains","Mud",1.3
"1852","Gor BY-4","Scout","HS I","Asphalt",2
"1853","Gor BY-4","Scout","HS I","Dirt",0.8
"1854","Gor BY-4","Scout","HS I","Mud",0.4
"1855","Gor BY-4","Scout","HS II","Asphalt",2
"1856","Gor BY-4","Scout","HS II","Dirt",1
"1857","Gor BY-4","Scout","HS II","Mud",0.2
"1858","Gor BY-4","Scout","HS III","Asphalt",2.5
"1859","Gor BY-4","Scout","HS III","Dirt",0.8
"1860","Gor BY-4","Scout","HS III","Mud",0.2
"1861","Gor BY-4","Scout","AS I","Asphalt",1
"1862","Gor BY-4","Scout","AS I","Dirt",1.4
"1863","Gor BY-4","Scout","AS I","Mud",1
"1864","Gor BY-4","Scout","AS II","Asphalt",1
"1865","Gor BY-4","Scout","AS II","Dirt",1
"1866","Gor BY-4","Scout","AS II","Mud",1.2
"1867","Gor BY-4","Scout","AS III","Asphalt",1.2
"1868","Gor BY-4","Scout","AS III","Dirt",1
"1869","Gor BY-4","Scout","AS III","Mud",1
"1870","Gor BY-4","Scout","OG I","Asphalt",0.8
"1871","Gor BY-4","Scout","OG I","Dirt",3
"1872","Gor BY-4","Scout","OG I","Mud",2.1
"1873","Gor BY-4","Scout","MS I","Asphalt",0.5
"1874","Gor BY-4","Scout","MS I","Dirt",3
"1875","Gor BY-4","Scout","MS I","Mud",1.6
"1876","Gor BY-4","Scout","CS I","Asphalt",0.9
"1877","Gor BY-4","Scout","CS I","Dirt",2
"1878","Gor BY-4","Scout","CS I","Mud",1.1
"1879","Hummer H2","Scout","HS I","Asphalt",2
"1880","Hummer H2","Scout","HS I","Dirt",0.8
"1881","Hummer H2","Scout","HS I","Mud",0.4
"1882","Hummer H2","Scout","HS II","Asphalt",2
"1883","Hummer H2","Scout","HS II","Dirt",1
"1884","Hummer H2","Scout","HS II","Mud",0.2
"1885","Hummer H2","Scout","HS III","Asphalt",2.5
"1886","Hummer H2","Scout","HS III","Dirt",0.8
"1887","Hummer H2","Scout","HS III","Mud",0.2
"1888","Hummer H2","Scout","AS I","Asphalt",1
"1889","Hummer H2","Scout","AS I","Dirt",1.4
"1890","Hummer H2","Scout","AS I","Mud",1
"1891","Hummer H2","Scout","AS II","Asphalt",1
"1892","Hummer H2","Scout","AS II","Dirt",1
"1893","Hummer H2","Scout","AS II","Mud",1.2
"1894","Hummer H2","Scout","AS III","Asphalt",1.2
"1895","Hummer H2","Scout","AS III","Dirt",1
"1896","Hummer H2","Scout","AS III","Mud",1
"1897","Hummer H2","Scout","OS I","Asphalt",1
"1898","Hummer H2","Scout","OS I","Dirt",2
"1899","Hummer H2","Scout","OS I","Mud",1.2
"1900","Hummer H2","Scout","H2 Tires","Asphalt",3
"1901","Hummer H2","Scout","H2 Tires","Dirt",2
"1902","Hummer H2","Scout","H2 Tires","Mud",1.2
"1903","Hummer H2","Scout","MS I","Asphalt",0.5
"1904","Hummer H2","Scout","MS I","Dirt",3
"1905","Hummer H2","Scout","MS I","Mud",1.6
"1906","Hummer H2","Scout","CS I","Asphalt",0.9
"1907","Hummer H2","Scout","CS I","Dirt",2
"1908","Hummer H2","Scout","CS I","Mud",1.1
"1909","International Loadstar 1700","Scout","UHD I","Asphalt",3
"1910","International Loadstar 1700","Scout","UHD I","Dirt",1
"1911","International Loadstar 1700","Scout","UHD I","Mud",0.4
"1912","International Loadstar 1700","Scout","UHD II","Asphalt",3
"1913","International Loadstar 1700","Scout","UHD II","Dirt",1.2
"1914","International Loadstar 1700","Scout","UHD II","Mud",0.2
"1915","International Loadstar 1700","Scout","UHD III","Asphalt",3.2
"1916","International Loadstar 1700","Scout","UHD III","Dirt",1
"1917","International Loadstar 1700","Scout","UHD III","Mud",0.2
"1918","International Loadstar 1700","Scout","UAD I","Asphalt",1.9
"1919","International Loadstar 1700","Scout","UAD I","Dirt",1.5
"1920","International Loadstar 1700","Scout","UAD I","Mud",1
"1921","International Loadstar 1700","Scout","UAD II","Asphalt",1.5
"1922","International Loadstar 1700","Scout","UAD II","Dirt",1.5
"1923","International Loadstar 1700","Scout","UAD II","Mud",1.2
"1924","International Loadstar 1700","Scout","UAD III","Asphalt",1.5
"1925","International Loadstar 1700","Scout","UAD III","Dirt",1.7
"1926","International Loadstar 1700","Scout","UAD III","Mud",1
"1927","International Loadstar 1700","Scout","UAD III Chains","Asphalt",1.2
"1928","International Loadstar 1700","Scout","UAD III Chains","Dirt",3
"1929","International Loadstar 1700","Scout","UAD III Chains","Mud",1.3
"1930","International Loadstar 1700","Scout","UOD I","Asphalt",1
"1931","International Loadstar 1700","Scout","UOD I","Dirt",3
"1932","International Loadstar 1700","Scout","UOD I","Mud",1.5
"1933","International Loadstar 1700","Scout","UOD II","Asphalt",0.8
"1934","International Loadstar 1700","Scout","UOD II","Dirt",3
"1935","International Loadstar 1700","Scout","UOD II","Mud",1.9
"1936","International Loadstar 1700","Scout","UOD III","Asphalt",0.8
"1937","International Loadstar 1700","Scout","UOD III","Dirt",3.2
"1938","International Loadstar 1700","Scout","UOD III","Mud",1.5
"1939","Jeep CJ7 Renegade","Scout","HS I","Asphalt",2
"1940","Jeep CJ7 Renegade","Scout","HS I","Dirt",0.8
"1941","Jeep CJ7 Renegade","Scout","HS I","Mud",0.4
"1942","Jeep CJ7 Renegade","Scout","HS II","Asphalt",2
"1943","Jeep CJ7 Renegade","Scout","HS II","Dirt",1
"1944","Jeep CJ7 Renegade","Scout","HS II","Mud",0.2
"1945","Jeep CJ7 Renegade","Scout","HS III","Asphalt",2.5
"1946","Jeep CJ7 Renegade","Scout","HS III","Dirt",0.8
"1947","Jeep CJ7 Renegade","Scout","HS III","Mud",0.2
"1948","Jeep CJ7 Renegade","Scout","AS I","Asphalt",1
"1949","Jeep CJ7 Renegade","Scout","AS I","Dirt",1.4
"1950","Jeep CJ7 Renegade","Scout","AS I","Mud",1
"1951","Jeep CJ7 Renegade","Scout","AS II","Asphalt",1
"1952","Jeep CJ7 Renegade","Scout","AS II","Dirt",1
"1953","Jeep CJ7 Renegade","Scout","AS II","Mud",1.2
"1954","Jeep CJ7 Renegade","Scout","AS III","Asphalt",1.2
"1955","Jeep CJ7 Renegade","Scout","AS III","Dirt",1
"1956","Jeep CJ7 Renegade","Scout","AS III","Mud",1
"1957","Jeep CJ7 Renegade","Scout","OS I","Asphalt",1
"1958","Jeep CJ7 Renegade","Scout","OS I","Dirt",2
"1959","Jeep CJ7 Renegade","Scout","OS I","Mud",1.2
"1960","Jeep CJ7 Renegade","Scout","OJ 1 (Jeep)","Asphalt",3
"1961","Jeep CJ7 Renegade","Scout","OJ 1 (Jeep)","Dirt",2
"1962","Jeep CJ7 Renegade","Scout","OJ 1 (Jeep)","Mud",1.2
"1963","Jeep CJ7 Renegade","Scout","MS I","Asphalt",0.5
"1964","Jeep CJ7 Renegade","Scout","MS I","Dirt",3
"1965","Jeep CJ7 Renegade","Scout","MS I","Mud",1.6
"1966","Jeep CJ7 Renegade","Scout","CS I","Asphalt",0.9
"1967","Jeep CJ7 Renegade","Scout","CS I","Dirt",2
"1968","Jeep CJ7 Renegade","Scout","CS I","Mud",1.1
"1969","Jeep Wrangler","Scout","HS I","Asphalt",2
"1970","Jeep Wrangler","Scout","HS I","Dirt",0.8
"1971","Jeep Wrangler","Scout","HS I","Mud",0.4
"1972","Jeep Wrangler","Scout","HS II","Asphalt",2
"1973","Jeep Wrangler","Scout","HS II","Dirt",1
"1974","Jeep Wrangler","Scout","HS II","Mud",0.2
"1975","Jeep Wrangler","Scout","HS III","Asphalt",2.5
"1976","Jeep Wrangler","Scout","HS III","Dirt",0.8
"1977","Jeep Wrangler","Scout","HS III","Mud",0.2
"1978","Jeep Wrangler","Scout","AS I","Asphalt",1
"1979","Jeep Wrangler","Scout","AS I","Dirt",1.4
"1980","Jeep Wrangler","Scout","AS I","Mud",1
"1981","Jeep Wrangler","Scout","AS II","Asphalt",1
"1982","Jeep Wrangler","Scout","AS II","Dirt",1
"1983","Jeep Wrangler","Scout","AS II","Mud",1.2
"1984","Jeep Wrangler","Scout","AS III","Asphalt",1.2
"1985","Jeep Wrangler","Scout","AS III","Dirt",1
"1986","Jeep Wrangler","Scout","AS III","Mud",1
"1987","Jeep Wrangler","Scout","OS I","Asphalt",1
"1988","Jeep Wrangler","Scout","OS I","Dirt",2
"1989","Jeep Wrangler","Scout","OS I","Mud",1.2
"1990","Jeep Wrangler","Scout","OJ 1 (Jeep)","Asphalt",3
"1991","Jeep Wrangler","Scout","OJ 1 (Jeep)","Dirt",2
"1992","Jeep Wrangler","Scout","OJ 1 (Jeep)","Mud",1.2
"1993","Jeep Wrangler","Scout","MS I","Asphalt",0.5
"1994","Jeep Wrangler","Scout","MS I","Dirt",3
"1995","Jeep Wrangler","Scout","MS I","Mud",1.6
"1996","Jeep Wrangler","Scout","CS I","Asphalt",0.9
"1997","Jeep Wrangler","Scout","CS I","Dirt",2
"1998","Jeep Wrangler","Scout","CS I","Mud",1.1
"1999","KHAN 317 Sentinel","Scout","HS I","Asphalt",2
"2000","KHAN 317 Sentinel","Scout","HS I","Dirt",0.8
"2001","KHAN 317 Sentinel","Scout","HS I","Mud",0.4
"2002","KHAN 317 Sentinel","Scout","HS II","Asphalt",2
"2003","KHAN 317 Sentinel","Scout","HS II","Dirt",1
"2004","KHAN 317 Sentinel","Scout","HS II","Mud",0.2
"2005","KHAN 317 Sentinel","Scout","HS III","Asphalt",2.5
"2006","KHAN 317 Sentinel","Scout","HS III","Dirt",0.8
"2007","KHAN 317 Sentinel","Scout","HS III","Mud",0.2
"2008","KHAN 317 Sentinel","Scout","AS I","Asphalt",1
"2009","KHAN 317 Sentinel","Scout","AS I","Dirt",1.4
"2010","KHAN 317 Sentinel","Scout","AS I","Mud",1
"2011","KHAN 317 Sentinel","Scout","AS II","Asphalt",1
"2012","KHAN 317 Sentinel","Scout","AS II","Dirt",1
"2013","KHAN 317 Sentinel","Scout","AS II","Mud",1.2
"2014","KHAN 317 Sentinel","Scout","AS III","Asphalt",1.2
"2015","KHAN 317 Sentinel","Scout","AS III","Dirt",1
"2016","KHAN 317 Sentinel","Scout","AS III","Mud",1
"2017","KHAN 317 Sentinel","Scout","OS I","Asphalt",1
"2018","KHAN 317 Sentinel","Scout","OS I","Dirt",2
"2019","KHAN 317 Sentinel","Scout","OS I","Mud",1.2
"2020","KHAN 317 Sentinel","Scout","MS I","Asphalt",0.5
"2021","KHAN 317 Sentinel","Scout","MS I","Dirt",3
"2022","KHAN 317 Sentinel","Scout","MS I","Mud",1.6
"2023","KHAN 317 Sentinel","Scout","CS I","Asphalt",0.9
"2024","KHAN 317 Sentinel","Scout","CS I","Dirt",2
"2025","KHAN 317 Sentinel","Scout","CS I","Mud",1.1
"2026","KHAN 39 Marshall","Scout","TM I","Asphalt",0.5
"2027","KHAN 39 Marshall","Scout","TM I","Dirt",2.4
"2028","KHAN 39 Marshall","Scout","TM I","Mud",2
"2029","KHAN 39 Marshall","Scout","TM II","Asphalt",0.5
"2030","KHAN 39 Marshall","Scout","TM II","Dirt",2
"2031","KHAN 39 Marshall","Scout","TM II","Mud",2.4
"2032","KHAN Lo4F","Scout","HS I","Asphalt",2
"2033","KHAN Lo4F","Scout","HS I","Dirt",0.8
"2034","KHAN Lo4F","Scout","HS I","Mud",0.4
"2035","KHAN Lo4F","Scout","HS II","Asphalt",2
"2036","KHAN Lo4F","Scout","HS II","Dirt",1
"2037","KHAN Lo4F","Scout","HS II","Mud",0.2
"2038","KHAN Lo4F","Scout","HS III","Asphalt",2.5
"2039","KHAN Lo4F","Scout","HS III","Dirt",0.8
"2040","KHAN Lo4F","Scout","HS III","Mud",0.2
"2041","KHAN Lo4F","Scout","AS I","Asphalt",1
"2042","KHAN Lo4F","Scout","AS I","Dirt",1.4
"2043","KHAN Lo4F","Scout","AS I","Mud",1
"2044","KHAN Lo4F","Scout","AS II","Asphalt",1
"2045","KHAN Lo4F","Scout","AS II","Dirt",1
"2046","KHAN Lo4F","Scout","AS II","Mud",1.2
"2047","KHAN Lo4F","Scout","AS III","Asphalt",1.2
"2048","KHAN Lo4F","Scout","AS III","Dirt",1
"2049","KHAN Lo4F","Scout","AS III","Mud",1
"2050","KHAN Lo4F","Scout","OS I","Asphalt",1
"2051","KHAN Lo4F","Scout","OS I","Dirt",2
"2052","KHAN Lo4F","Scout","OS I","Mud",1.2
"2053","KHAN Lo4F","Scout","MS I","Asphalt",0.5
"2054","KHAN Lo4F","Scout","MS I","Dirt",3
"2055","KHAN Lo4F","Scout","MS I","Mud",1.6
"2056","KHAN Lo4F","Scout","CS I","Asphalt",0.9
"2057","KHAN Lo4F","Scout","CS I","Dirt",2
"2058","KHAN Lo4F","Scout","CS I","Mud",1.1
"2059","Land Rover Defender 110","Scout","HS I","Asphalt",2
"2060","Land Rover Defender 110","Scout","HS I","Dirt",0.8
"2061","Land Rover Defender 110","Scout","HS I","Mud",0.4
"2062","Land Rover Defender 110","Scout","HS II","Asphalt",2
"2063","Land Rover Defender 110","Scout","HS II","Dirt",1
"2064","Land Rover Defender 110","Scout","HS II","Mud",0.2
"2065","Land Rover Defender 110","Scout","HS III","Asphalt",2.5
"2066","Land Rover Defender 110","Scout","HS III","Dirt",0.8
"2067","Land Rover Defender 110","Scout","HS III","Mud",0.2
"2068","Land Rover Defender 110","Scout","AS I","Asphalt",1
"2069","Land Rover Defender 110","Scout","AS I","Dirt",1.4
"2070","Land Rover Defender 110","Scout","AS I","Mud",1
"2071","Land Rover Defender 110","Scout","AS II","Asphalt",1
"2072","Land Rover Defender 110","Scout","AS II","Dirt",1
"2073","Land Rover Defender 110","Scout","AS II","Mud",1.2
"2074","Land Rover Defender 110","Scout","AS III","Asphalt",1.2
"2075","Land Rover Defender 110","Scout","AS III","Dirt",1
"2076","Land Rover Defender 110","Scout","AS III","Mud",1
"2077","Land Rover Defender 110","Scout","OS I","Asphalt",1
"2078","Land Rover Defender 110","Scout","OS I","Dirt",2
"2079","Land Rover Defender 110","Scout","OS I","Mud",1.2
"2080","Land Rover Defender 110","Scout","Land Rover","Asphalt",3
"2081","Land Rover Defender 110","Scout","Land Rover","Dirt",2
"2082","Land Rover Defender 110","Scout","Land Rover","Mud",1.2
"2083","Land Rover Defender 110","Scout","MS I","Asphalt",0.5
"2084","Land Rover Defender 110","Scout","MS I","Dirt",3
"2085","Land Rover Defender 110","Scout","MS I","Mud",1.6
"2086","Land Rover Defender 110","Scout","CS I","Asphalt",0.9
"2087","Land Rover Defender 110","Scout","CS I","Dirt",2
"2088","Land Rover Defender 110","Scout","CS I","Mud",1.1
"2089","Land Rover Defender 90","Scout","HS I","Asphalt",2
"2090","Land Rover Defender 90","Scout","HS I","Dirt",0.8
"2091","Land Rover Defender 90","Scout","HS I","Mud",0.4
"2092","Land Rover Defender 90","Scout","HS II","Asphalt",2
"2093","Land Rover Defender 90","Scout","HS II","Dirt",1
"2094","Land Rover Defender 90","Scout","HS II","Mud",0.2
"2095","Land Rover Defender 90","Scout","HS III","Asphalt",2.5
"2096","Land Rover Defender 90","Scout","HS III","Dirt",0.8
"2097","Land Rover Defender 90","Scout","HS III","Mud",0.2
"2098","Land Rover Defender 90","Scout","AS I","Asphalt",1
"2099","Land Rover Defender 90","Scout","AS I","Dirt",1.4
"2100","Land Rover Defender 90","Scout","AS I","Mud",1
"2101","Land Rover Defender 90","Scout","AS II","Asphalt",1
"2102","Land Rover Defender 90","Scout","AS II","Dirt",1
"2103","Land Rover Defender 90","Scout","AS II","Mud",1.2
"2104","Land Rover Defender 90","Scout","AS III","Asphalt",1.2
"2105","Land Rover Defender 90","Scout","AS III","Dirt",1
"2106","Land Rover Defender 90","Scout","AS III","Mud",1
"2107","Land Rover Defender 90","Scout","OS I","Asphalt",1
"2108","Land Rover Defender 90","Scout","OS I","Dirt",2
"2109","Land Rover Defender 90","Scout","OS I","Mud",1.2
"2110","Land Rover Defender 90","Scout","Land Rover","Asphalt",3
"2111","Land Rover Defender 90","Scout","Land Rover","Dirt",2
"2112","Land Rover Defender 90","Scout","Land Rover","Mud",1.2
"2113","Land Rover Defender 90","Scout","MS I","Asphalt",0.5
"2114","Land Rover Defender 90","Scout","MS I","Dirt",3
"2115","Land Rover Defender 90","Scout","MS I","Mud",1.6
"2116","Land Rover Defender 90","Scout","CS I","Asphalt",0.9
"2117","Land Rover Defender 90","Scout","CS I","Dirt",2
"2118","Land Rover Defender 90","Scout","CS I","Mud",1.1
"2119","Rezvani Hercules 6x6","Scout","HS I","Asphalt",2
"2120","Rezvani Hercules 6x6","Scout","HS I","Dirt",0.8
"2121","Rezvani Hercules 6x6","Scout","HS I","Mud",0.4
"2122","Rezvani Hercules 6x6","Scout","HS II","Asphalt",2
"2123","Rezvani Hercules 6x6","Scout","HS II","Dirt",1
"2124","Rezvani Hercules 6x6","Scout","HS II","Mud",0.2
"2125","Rezvani Hercules 6x6","Scout","HS III","Asphalt",2.5
"2126","Rezvani Hercules 6x6","Scout","HS III","Dirt",0.8
"2127","Rezvani Hercules 6x6","Scout","HS III","Mud",0.2
"2128","Rezvani Hercules 6x6","Scout","AS I","Asphalt",1
"2129","Rezvani Hercules 6x6","Scout","AS I","Dirt",1.4
"2130","Rezvani Hercules 6x6","Scout","AS I","Mud",1
"2131","Rezvani Hercules 6x6","Scout","AS II","Asphalt",1
"2132","Rezvani Hercules 6x6","Scout","AS II","Dirt",1
"2133","Rezvani Hercules 6x6","Scout","AS II","Mud",1.2
"2134","Rezvani Hercules 6x6","Scout","AS III","Asphalt",1.2
"2135","Rezvani Hercules 6x6","Scout","AS III","Dirt",1
"2136","Rezvani Hercules 6x6","Scout","AS III","Mud",1
"2137","Rezvani Hercules 6x6","Scout","OS I","Asphalt",1
"2138","Rezvani Hercules 6x6","Scout","OS I","Dirt",2
"2139","Rezvani Hercules 6x6","Scout","OS I","Mud",1.2
"2140","Rezvani Hercules 6x6","Scout","Rezvani Tires","Asphalt",3
"2141","Rezvani Hercules 6x6","Scout","Rezvani Tires","Dirt",2
"2142","Rezvani Hercules 6x6","Scout","Rezvani Tires","Mud",1.2
"2143","Rezvani Hercules 6x6","Scout","MS I","Asphalt",0.5
"2144","Rezvani Hercules 6x6","Scout","MS I","Dirt",3
"2145","Rezvani Hercules 6x6","Scout","MS I","Mud",1.6
"2146","Rezvani Hercules 6x6","Scout","CS I","Asphalt",0.9
"2147","Rezvani Hercules 6x6","Scout","CS I","Dirt",2
"2148","Rezvani Hercules 6x6","Scout","CS I","Mud",1.1
"2149","Scout 800","Scout","HS I","Asphalt",2
"2150","Scout 800","Scout","HS I","Dirt",0.8
"2151","Scout 800","Scout","HS I","Mud",0.4
"2152","Scout 800","Scout","HS II","Asphalt",2
"2153","Scout 800","Scout","HS II","Dirt",1
